Instance,Nodes,Edges,Terminals,Valid Solution,Best cost,Num edges cut,Last update iteration,Last update time,Final iteration,Final time
GE320V1E40T100C_1,320,323,40,true,1867,43,1,0.0280158,22140,600.016
GE320V1E40T100C_10,320,328,40,true,2009,48,1,0.0291775,21558,600.004
GE320V1E40T100C_2,320,332,40,true,2246,52,1,0.0291173,21417,600.025
GE320V1E40T100C_3,320,328,40,true,1633,48,1,0.0321062,21616,600.021
GE320V1E40T100C_4,320,325,40,true,1702,45,1,0.028619,21934,600.024
GE320V1E40T100C_5,320,323,40,true,1984,43,1,0.0284253,21909,600.007
GE320V1E40T100C_6,320,324,40,true,2256,44,1,0.0283675,21980,600.01
GE320V1E40T100C_7,320,329,40,true,2258,49,1,0.0294336,21514,600.008
GE320V1E40T100C_8,320,327,40,true,2070,47,1,0.0286381,21734,600.017
GE320V1E40T100C_9,320,330,40,true,2481,48,1,0.0291665,21510,600.017
GE320V2E40T100C_1,320,661,40,true,10688,380,71,3.92617,11092,600.051
GE320V2E40T100C_10,320,654,40,true,10612,371,73,3.95373,11341,600.049
GE320V2E40T100C_2,320,670,40,true,11279,390,78,4.34614,10955,600.045
GE320V2E40T100C_3,320,666,40,true,11449,383,74,4.11155,11013,600.027
GE320V2E40T100C_4,320,688,40,true,11515,402,84,4.87663,10615,600.048
GE320V2E40T100C_5,320,654,40,true,11281,373,80,4.37379,11197,600
GE320V2E40T100C_6,320,660,40,true,11860,374,90,4.97142,11013,600.048
GE320V2E40T100C_7,320,656,40,true,11261,372,80,4.31704,11358,600.003
GE320V2E40T100C_8,320,691,40,true,10925,406,100,5.64327,10867,600.026
GE320V2E40T100C_9,320,645,40,true,11781,362,79,4.28089,11379,600.008
GE320V4E40T100C_1,320,1253,40,true,34896,961,142,14.113,6087,600.092
GE320V4E40T100C_10,320,1212,40,true,33855,927,133,12.8596,6276,600.092
GE320V4E40T100C_2,320,1254,40,true,34204,962,157,15.6791,6044,600.035
GE320V4E40T100C_3,320,1288,40,true,35259,990,157,16.0398,5887,600.032
GE320V4E40T100C_4,320,1270,40,true,34793,972,143,14.4334,5976,600.094
GE320V4E40T100C_5,320,1279,40,true,33420,984,124,12.6498,5941,600.021
GE320V4E40T100C_6,320,1231,40,true,33268,934,1805,176.081,6153,600.064
GE320V4E40T100C_7,320,1264,40,true,33755,966,169,16.9804,6007,600.088
GE320V4E40T100C_8,320,1222,40,true,34843,932,179,17.4547,6176,600.005
GE320V4E40T100C_9,320,1271,40,true,34441,978,152,15.3818,5967,600.033
