Instance,Nodes,Edges,Terminals,Valid Solution,Best cost,Num edges cut,Last update iteration,Last update time,Final iteration,Final time
instance001,74,146,25,true,1515,83,18276,135.342,80477,600.005
instance002,133,169,70,true,448,104,11545,137.751,50105,600.007
instance003,87,176,30,true,87330,117,45103,374.894,72188,600.001
instance004,109,202,50,true,103210,142,52322,548.562,57251,600.007
instance005,201,253,100,true,4.8771e+08,153,4666,76.3361,36724,600.005
instance006,232,256,198,true,126242,224,320,7.45169,26044,600.008
instance007,216,288,100,true,14974,178,24341,431.023,33894,600.006
instance008,226,306,100,true,16768,186,18504,333.813,33193,600.008
instance009,229,312,100,true,6.1156e+07,190,18815,337.609,33304,600.013
instance010,230,313,100,true,14718,183,28877,517.389,33433,600.003
instance011,244,337,100,true,16826,198,17667,320.424,32885,600.009
instance015,114,228,33,true,2274,136,37056,351.476,63006,600.004
instance016,168,247,76,true,84166,157,28860,413.832,41801,600.007
instance017,210,276,100,true,5.2175e+07,164,34239,584.523,35144,600.015
instance018,221,285,144,true,51050,209,2345,46.5824,29946,600.002
instance019,231,319,100,true,5.474e+07,195,16963,308.541,32882,600
instance020,254,361,100,true,5.77764e+07,203,30561,579.953,31607,600.012
instance021,247,486,100,true,163590,350,26600,553.868,28798,600.013
