Instance,Nodes,Edges,Terminals,Valid Solution,Best cost,Num edges cut,Last update iteration,Last update time,Final iteration,Final time
N1280K120M4N1,1280,5425,120,true,25401,0,65,5.90638,66,6.00204
N1280K120M4N2,1280,5439,120,true,21968,0,59,5.95859,60,6.06022
N1280K120M4N3,1280,5422,120,true,24767,0,65,6.04167,65,6.04167
N1280K120M4N4,1280,5452,120,true,22892,0,59,6.00712,59,6.00712
N1280K120M4N5,1280,5450,120,true,24975,0,63,6.01,63,6.01
N160K20M4N1,160,649,20,true,2152,0,216,3.08947,437,6.00314
N160K20M4N2,160,651,20,true,2044,0,100,1.50646,427,6.00287
N160K20M4N3,160,653,20,true,1877,0,117,1.91346,408,6.00357
N160K20M4N4,160,644,20,true,2011,0,156,2.25902,439,6.00847
N160K20M4N5,160,660,20,true,2086,0,159,2.28161,432,6.01009
N2560K240M4N1,2560,10877,240,true,54932,0,29,5.91318,30,6.11618
N2560K240M4N2,2560,10897,240,true,52796,0,29,6.06893,29,6.06894
N2560K240M4N3,2560,10904,240,true,59719,0,33,6.06219,33,6.06219
N2560K240M4N4,2560,10906,240,true,52187,0,30,6.00487,30,6.00487
N2560K240M4N5,2560,10890,240,true,52979,0,30,6.04941,30,6.04941
N320K40M4N1,320,1309,40,true,4187,0,181,4.55151,241,6.01512
N320K40M4N2,320,1307,40,true,4020,0,220,5.77703,229,6.00646
N320K40M4N3,320,1311,40,true,4492,0,230,5.95014,232,6.0007
N320K40M4N4,320,1306,40,true,3938,0,203,5.23915,234,6.01108
N320K40M4N5,320,1311,40,true,4353,0,204,5.48104,225,6.02014
N5120K480M4N1,5120,21755,480,true,113034,0,15,6.09286,15,6.09286
N5120K480M4N2,5120,21738,480,true,112652,0,15,6.06452,15,6.06453
N5120K480M4N3,5120,21778,480,true,114666,0,14,5.7159,15,6.13043
N5120K480M4N4,5120,21772,480,true,111953,0,15,6.34803,15,6.34803
N5120K480M4N5,5120,21794,480,true,112291,0,15,6.03094,15,6.03094
N640K80M4N1,640,2615,80,true,8787,0,110,6.04604,110,6.04604
N640K80M4N2,640,2636,80,true,8572,0,111,5.93169,113,6.0356
N640K80M4N3,640,2623,80,true,8967,0,116,6.02556,116,6.02556
N640K80M4N4,640,2624,80,true,8615,0,113,6.00678,113,6.00678
N640K80M4N5,640,2612,80,true,8766,0,113,5.99612,114,6.04747
