Instance,Nodes,Edges,Terminals,Valid Solution,Best cost,Num edges cut,Last update iteration,Last update time,Final iteration,Final time
instance001,74,146,25,true,1485,73,3779,42.3077,57678,600.007
instance002,133,169,70,true,434,98,4124,53.5429,47352,600.006
instance003,87,176,30,true,86990,112,1478,18.6549,47924,600.006
instance004,109,202,50,true,100030,137,9046,142.744,38099,600.007
instance005,201,253,100,true,4.49011e+08,140,27485,509.481,32611,600.011
instance006,232,256,198,true,126242,222,1030,20.1411,32532,600.017
instance007,216,288,100,true,13822,156,6542,127.026,30959,600.016
instance008,226,306,100,true,14798,166,2767,58.5453,28564,600.008
instance009,229,312,100,true,5.32746e+07,163,11526,249.165,27785,600.016
instance010,230,313,100,true,14648,159,15212,318.39,28250,600.016
instance011,244,337,100,true,14030,168,18855,427.607,26568,600.012
instance015,114,228,33,true,2113,110,2708,42.1404,38779,600.015
instance016,168,247,76,true,76793,151,4211,69.5308,36356,600.004
instance017,210,276,100,true,4.86437e+07,149,9829,191.536,31117,600.016
instance018,221,285,144,true,43550,194,30471,584.048,31304,600.004
instance019,231,319,100,true,4.82462e+07,175,6813,144.165,27882,600.004
instance020,254,361,100,true,5.15598e+07,185,17524,418.579,24976,600.014
instance021,247,486,100,true,162970,325,19353,581.705,19976,600.016
