Instance,Nodes,Edges,Terminals,Valid Solution,Best cost,Num edges cut,Last update iteration,Last update time,Final iteration,Final time
instance001,74,146,25,true,1515,83,18276,143.466,75896,600.001
instance002,133,169,70,true,448,104,11545,145.204,47482,600.011
instance003,87,176,30,true,87330,117,45103,411.964,65728,600.002
instance004,109,202,50,true,103210,142,52322,598.865,52424,600.004
instance005,201,253,100,true,4.8771e+08,153,4666,82.3974,34310,600.005
instance006,232,256,198,true,126242,224,320,7.94806,24180,600.002
instance007,216,288,100,true,14974,178,24341,447.071,32655,600.007
instance008,226,306,100,true,16768,186,18504,352.265,31474,600
instance009,229,312,100,true,6.1156e+07,190,18815,365.94,30757,600.01
instance010,230,313,100,true,14718,183,28877,552.692,31342,600.002
instance011,244,337,100,true,16826,198,17667,345.693,30540,600
instance015,114,228,33,true,2274,136,37056,369.183,59974,600.003
instance016,168,247,76,true,84166,157,28860,448.797,38534,600.002
instance017,210,276,100,true,5.23611e+07,164,21560,383.406,33628,600.004
instance018,221,285,144,true,51050,209,2345,48.2431,28854,600.019
instance019,231,319,100,true,5.474e+07,195,16963,324.339,31290,600.009
instance020,254,361,100,true,5.85383e+07,204,28908,591.522,29318,600.016
instance021,247,486,100,true,163590,350,26600,587.439,27165,600.018
