Instance,Nodes,Edges,Terminals,Valid Solution,Best cost,Num edges cut,Last update iteration,Last update time,Final iteration,Final time,seed
N1280K80M4N1,1280,5419,120,True,17527,0,593,60.082,593,60.082,1271039
N1280K80M4N2,1280,5405,120,True,17532,0,583,58.817,595,60.041,1271039
N1280K80M4N3,1280,5433,120,True,18222,0,534,57.3213,559,60.0209,1271039
N1280K80M4N4,1280,5438,120,True,18056,0,574,57.6692,597,60.0127,1271039
N1280K80M4N5,1280,5467,120,True,18449,0,587,59.4314,593,60.0518,1271039
N160K20M4N1,160,649,20,True,2152,0,260,3.49027,4510,60.008,1271039
N160K20M4N2,160,651,20,True,2041,0,3793,51.6154,4411,60.0051,1271039
N160K20M4N3,160,653,20,True,1877,0,489,6.89542,4334,60.0131,1271039
N160K20M4N4,160,644,20,True,2010,0,1669,21.8298,4605,60.0011,1271039
N160K20M4N5,160,660,20,True,2086,0,124,1.63907,4518,60.0087,1271039
N2560K160M4N1,2560,10879,240,True,36509,0,280,60.1884,280,60.1884,1271039
N2560K160M4N2,2560,10894,240,True,36714,0,275,59.6249,277,60.0669,1271039
N2560K160M4N3,2560,10877,240,True,38753,0,290,60.0462,290,60.0462,1271039
N2560K160M4N4,2560,10873,240,True,37480,0,291,59.7899,292,60.0018,1271039
N2560K160M4N5,2560,10917,240,True,53029,0,320,60.1635,320,60.1635,1271039
N320K40M4N1,320,1309,40,True,4186,0,178,4.36956,2454,60.0175,1271039
N320K40M4N2,320,1307,40,True,4019,0,1869,47.7362,2351,60.0033,1271039
N320K40M4N3,320,1311,40,True,4478,0,1831,46.5969,2364,60.0231,1271039
N320K40M4N4,320,1306,40,True,3937,0,1396,34.6696,2418,60.0052,1271039
N320K40M4N5,320,1311,40,True,4352,0,1985,52.1813,2281,60.0002,1271039
N5120K320M4N1,5120,21775,480,True,87705,0,135,60.3148,135,60.3148,1271039
N5120K320M4N2,5120,21803,480,True,89866,0,137,60.0837,137,60.0837,1271039
N640K80M4N1,640,2615,80,True,8464,0,984,51.3993,1149,60.0145,1271039
N640K80M4N2,640,2636,80,True,8305,0,782,40.0899,1166,60.006,1271039
N640K80M4N3,640,2623,80,True,8497,0,639,31.7965,1202,60.0373,1271039
N640K80M4N4,640,2624,80,True,8366,0,330,16.8698,1177,60.0374,1271039
N640K80M4N5,640,2612,80,True,8461,0,1119,56.3757,1192,60.0418,1271039
N1280K80M4N1,1280,5419,120,True,17535,0,560,59.5951,564,60.0123,1328963
N1280K80M4N2,1280,5405,120,True,17537,0,575,59.0621,585,60.092,1328963
N1280K80M4N3,1280,5433,120,True,18225,0,520,54.7359,570,60.063,1328963
N1280K80M4N4,1280,5438,120,True,18059,0,559,55.8467,600,60.001,1328963
N1280K80M4N5,1280,5467,120,True,18505,0,596,59.8724,598,60.0747,1328963
N160K20M4N1,160,649,20,True,2152,0,461,6.1084,4547,60.0033,1328963
N160K20M4N2,160,651,20,True,2042,0,4377,58.8095,4466,60.0051,1328963
N160K20M4N3,160,653,20,True,1877,0,144,2.04228,4328,60.0094,1328963
N160K20M4N4,160,644,20,True,2011,0,169,2.27862,4496,60.0061,1328963
N160K20M4N5,160,660,20,True,2086,0,118,1.57047,4498,60.0119,1328963
N2560K160M4N1,2560,10879,240,True,36530,0,277,60.0319,277,60.0319,1328963
N2560K160M4N2,2560,10894,240,True,36678,0,276,59.3466,279,60.0073,1328963
N2560K160M4N3,2560,10877,240,True,41309,0,296,60.1009,296,60.1009,1328963
N2560K160M4N4,2560,10873,240,True,37318,0,292,60.1207,292,60.1207,1328963
N2560K160M4N5,2560,10917,240,True,51070,0,315,59.1707,320,60.1501,1328963
N320K40M4N1,320,1309,40,True,4185,0,1974,48.0592,2463,60.0054,1328963
N320K40M4N2,320,1307,40,True,4018,0,666,17.1019,2337,60.0031,1328963
N320K40M4N3,320,1311,40,True,4478,0,725,18.6678,2340,60.007,1328963
N320K40M4N4,320,1306,40,True,3937,0,639,15.9564,2393,60.0197,1328963
N320K40M4N5,320,1311,40,True,4353,0,1843,48.2583,2294,60.0126,1328963
N5120K320M4N1,5120,21775,480,True,88511,0,135,60.0595,135,60.0595,1328963
N5120K320M4N2,5120,21803,480,True,92428,0,139,60.3382,139,60.3382,1328963
N640K80M4N1,640,2615,80,True,8467,0,412,21.4469,1149,60.0044,1328963
N640K80M4N2,640,2636,80,True,8305,0,387,19.6951,1171,60.0231,1328963
N640K80M4N3,640,2623,80,True,8497,0,503,25.0689,1204,60.0287,1328963
N640K80M4N4,640,2624,80,True,8367,0,607,31.0754,1168,60.0351,1328963
N640K80M4N5,640,2612,80,True,8464,0,769,39.48,1170,60.0511,1328963
N1280K80M4N1,1280,5419,120,True,17554,0,579,59.2813,586,60.0002,1694354
N1280K80M4N2,1280,5405,120,True,17530,0,559,56.4872,594,60.0741,1694354
