Instance,Nodes,Edges,Terminals,Valid Solution,Best cost,Num edges cut,Last update iteration,Last update time,Final iteration,Final time
instance001,74,146,25,true,1476,84,24,0.347252,46241,600.001
instance002,133,169,70,true,432,99,31,0.507435,38455,600.008
instance003,87,176,30,true,85950,113,17,0.296447,36092,600.011
instance004,109,202,50,true,99820,138,42,0.843976,30460,600.016
instance005,201,253,100,true,4.37773e+08,144,53,1.41191,24077,600.023
instance006,232,256,198,true,126242,222,3,0.0897757,25680,600.004
instance007,216,288,100,true,13374,162,117,3.50454,20562,600.01
instance008,226,306,100,true,14214,169,79,2.56105,18938,600.018
instance009,229,312,100,true,5.18856e+07,174,447,14.6568,18399,600.022
instance010,230,313,100,true,12999,167,73,2.44712,18569,600.022
instance011,244,337,100,true,13414,175,84,3.09169,16607,600.019
instance015,114,228,33,true,2044,133,37,0.84582,27858,600.006
instance016,168,247,76,true,76793,146,44,1.11318,24605,600.011
instance017,210,276,100,true,4.7553e+07,154,75,2.19478,21373,600.008
instance018,221,285,144,true,42950,195,41,1.1667,22712,600.008
instance019,231,319,100,true,4.76562e+07,173,83,2.81497,18089,600.001
instance020,254,361,100,true,4.99259e+07,184,102,4.13717,15049,600.034
instance021,247,486,100,true,155170,327,81,4.77149,10417,600.004
