Instance,Nodes,Edges,Terminals,Valid Solution,Best cost,Num edges cut,Last update iteration,Last update time,Final iteration,Final time
N1280K120M4N1,1280,5425,120,true,22202,3256,12,6.13551,12,6.13552
N1280K120M4N2,1280,5439,120,true,21783,3491,10,5.04452,12,6.04828
N1280K120M4N3,1280,5422,120,true,22038,1912,12,6.05014,12,6.05014
N1280K120M4N4,1280,5452,120,true,22422,3479,12,6.05904,12,6.05904
N1280K120M4N5,1280,5450,120,true,22022,3201,12,6.17247,12,6.17247
N160K20M4N1,160,649,20,true,2171,162,101,5.77754,105,6.00406
N160K20M4N2,160,651,20,true,2046,157,104,5.95617,105,6.01225
N160K20M4N3,160,653,20,true,1873,154,105,6.01503,105,6.01503
N160K20M4N4,160,644,20,true,2012,363,101,5.86352,104,6.03616
N160K20M4N5,160,660,20,true,2087,159,95,5.57339,103,6.04228
N2560K240M4N1,2560,10877,240,true,46828,5416,5,5.36634,6,6.42952
N2560K240M4N2,2560,10897,240,true,45219,7090,6,6.42982,6,6.42983
N2560K240M4N3,2560,10904,240,true,45898,6791,5,5.44038,6,6.50737
N2560K240M4N4,2560,10906,240,true,46023,5645,3,3.22086,6,6.4242
N2560K240M4N5,2560,10890,240,true,45229,7172,5,5.39552,6,6.46509
N320K40M4N1,320,1309,40,true,4367,597,49,5.66361,52,6.01047
N320K40M4N2,320,1307,40,true,4208,743,51,5.96425,52,6.078
N320K40M4N3,320,1311,40,true,4671,511,51,5.88851,52,6.0029
N320K40M4N4,320,1306,40,true,4105,344,52,6.02757,52,6.02757
N320K40M4N5,320,1311,40,true,4538,448,52,6.00688,52,6.00688
N5120K480M4N1,5120,21755,480,true,93070,10880,3,6.63903,3,6.63905
N5120K480M4N2,5120,21738,480,true,92165,15971,1,2.22397,3,6.72294
N5120K480M4N3,5120,21778,480,true,94377,15419,3,6.64739,3,6.6474
N5120K480M4N4,5120,21772,480,true,93462,14880,3,6.63518,3,6.6352
N5120K480M4N5,5120,21794,480,true,93505,13933,3,6.65013,3,6.65015
N640K80M4N1,640,2615,80,true,9968,1622,26,6.20648,26,6.20648
N640K80M4N2,640,2636,80,true,9869,1466,26,6.17479,26,6.17479
N640K80M4N3,640,2623,80,true,9985,1288,25,5.96332,26,6.19801
N640K80M4N4,640,2624,80,true,9872,1516,22,5.21423,26,6.1527
N640K80M4N5,640,2612,80,true,10174,1191,25,5.98533,26,6.21835
