Instance,Nodes,Edges,Terminals,Valid Solution,Best cost,Num edges cut,Last update iteration,Last update time,Final iteration,Final time,seed
N1280K80M4N1,1280,5419,120,true,17535,0,578,59.3408,585,60.0655,1884283
N1280K80M4N2,1280,5405,120,true,17528,0,542,55.3789,587,60.0374,1884283
N1280K80M4N3,1280,5433,120,true,18248,0,533,56.6341,565,60.0611,1884283
N1280K80M4N4,1280,5438,120,true,17992,0,582,58.2455,600,60.0849,1884283
N1280K80M4N5,1280,5467,120,true,18476,0,587,58.7325,600,60.0584,1884283
N160K20M4N1,160,649,20,true,2152,0,158,2.1334,4499,60.0029,1884283
N160K20M4N2,160,651,20,true,2042,0,1164,15.8354,4441,60.0123,1884283
N160K20M4N3,160,653,20,true,1877,0,204,2.87198,4307,60.0115,1884283
N160K20M4N4,160,644,20,true,2010,0,3899,51.4297,4551,60.0001,1884283
N160K20M4N5,160,660,20,true,2086,0,112,1.48647,4534,60.0038,1884283
N2560K160M4N1,2560,10879,240,true,36488,0,276,59.8809,277,60.1032,1884283
N2560K160M4N2,2560,10894,240,true,36710,0,275,60.0927,275,60.0927,1884283
N2560K160M4N3,2560,10877,240,true,42590,0,295,60.0309,295,60.0309,1884283
N2560K160M4N4,2560,10873,240,true,37239,0,288,59.5738,291,60.2136,1884283
N2560K160M4N5,2560,10917,240,true,52013,0,308,58.3987,317,60.1421,1884283
N320K40M4N1,320,1309,40,true,4185,0,2304,56.4672,2450,60.008,1884283
N320K40M4N2,320,1307,40,true,4018,0,287,7.34565,2372,60.0202,1884283
N320K40M4N3,320,1311,40,true,4476,0,2333,59.1096,2369,60.0054,1884283
N320K40M4N4,320,1306,40,true,3937,0,1122,28.0724,2401,60.0116,1884283
N320K40M4N5,320,1311,40,true,4353,0,1962,51.0273,2309,60.0223,1884283
N5120K320M4N1,5120,21775,480,true,88558,0,136,60.2047,136,60.2047,1884283
N5120K320M4N2,5120,21803,480,true,91336,0,138,60.4346,138,60.4346,1884283
N640K80M4N1,640,2615,80,true,8465,0,832,43.788,1140,60.017,1884283
N640K80M4N2,640,2636,80,true,8305,0,327,16.5268,1181,60.0497,1884283
N640K80M4N3,640,2623,80,true,8496,0,1101,55.1674,1198,60.0302,1884283
N640K80M4N4,640,2624,80,true,8363,0,582,29.287,1187,60.0154,1884283
N640K80M4N5,640,2612,80,true,8465,0,819,41.752,1176,60.011,1884283
