Instance,Nodes,Edges,Terminals,Valid Solution,Best cost,Num edges cut,Last update iteration,Last update time,Final iteration,Final time
N1280K120M4N1,1280,5425,120,true,18734,0,605,59.9489,606,60.0476
N1280K120M4N2,1280,5439,120,true,17566,0,549,56.7622,581,60.0981
N1280K120M4N3,1280,5422,120,true,18268,0,594,58.532,609,60.0376
N1280K120M4N4,1280,5452,120,true,18138,0,554,56.8385,585,60.0489
N1280K120M4N5,1280,5450,120,true,18488,0,596,58.7527,609,60.0577
N160K20M4N1,160,649,20,true,2152,0,216,2.99412,4568,60.0001
N160K20M4N2,160,651,20,true,2042,0,509,7.08428,4404,60.0021
N160K20M4N3,160,653,20,true,1876,0,3094,43.2111,4308,60.0032
N160K20M4N4,160,644,20,true,2011,0,156,2.14679,4537,60.0029
N160K20M4N5,160,660,20,true,2086,0,159,2.26286,4390,60.0084
N2560K240M4N1,2560,10877,240,true,37314,0,283,60.0449,283,60.0449
N2560K240M4N2,2560,10897,240,true,35628,0,281,60.1044,281,60.1044
N2560K240M4N3,2560,10904,240,true,47130,0,305,60.1185,305,60.1185
N2560K240M4N4,2560,10906,240,true,36450,0,276,59.7672,278,60.2111
N2560K240M4N5,2560,10890,240,true,35592,0,277,60.1971,277,60.1971
N320K40M4N1,320,1309,40,true,4186,0,247,6.13722,2463,60.0201
N320K40M4N2,320,1307,40,true,4016,0,1799,46.0965,2347,60.0037
N320K40M4N3,320,1311,40,true,4477,0,1702,43.0374,2366,60.0101
N320K40M4N4,320,1306,40,true,3937,0,239,6.10437,2362,60.0196
N320K40M4N5,320,1311,40,true,4353,0,204,5.49368,2274,60.0109
N5120K480M4N1,5120,21755,480,true,89879,0,140,60.079,140,60.079
N5120K480M4N2,5120,21738,480,true,86665,0,141,60.3223,141,60.3223
N5120K480M4N3,5120,21778,480,true,90913,0,140,60.4162,140,60.4162
N5120K480M4N4,5120,21772,480,true,87175,0,134,60.2881,134,60.2882
N5120K480M4N5,5120,21794,480,true,86914,0,141,60.1019,141,60.1019
N640K80M4N1,640,2615,80,true,8465,0,1114,58.1041,1151,60.0228
N640K80M4N2,640,2636,80,true,8303,0,655,33.6415,1168,60.044
N640K80M4N3,640,2623,80,true,8497,0,1148,57.0806,1207,60.018
N640K80M4N4,640,2624,80,true,8366,0,498,25.3872,1175,60.0281
N640K80M4N5,640,2612,80,true,8469,0,1117,56.9645,1177,60.0112
