Instance,Nodes,Edges,Terminals,Valid Solution,Best cost,Num edges cut,Last update iteration,Last update time,Final iteration,Final time
instance001,74,146,25,true,1476,134,23,4.67401,3049,600.084
instance002,133,169,70,true,432,391,38,45.3086,504,601.062
instance003,87,176,30,true,85950,185,30,8.64279,2106,600.285
instance004,109,202,50,true,99820,246,50,29.0674,1028,600.566
instance005,201,253,100,true,4.37773e+08,252,105,272.359,230,602.133
instance006,232,256,198,true,126242,433,14,85.9731,94,600.275
instance007,216,288,100,true,13374,297,95,267.461,210,602.557
instance008,226,306,100,true,14214,291,107,313.267,205,601.81
instance009,229,312,100,true,5.18856e+07,307,152,453.747,201,600.237
instance010,230,313,100,true,12999,298,86,258.324,200,601.135
instance011,244,337,100,true,13414,302,166,514.004,194,600.84
instance015,114,228,33,true,2044,287,54,23.2652,1391,600.229
instance016,168,247,76,true,76793,268,69,124.497,334,601.595
instance017,210,276,100,true,4.75577e+07,281,93,247.901,227,601.878
instance018,221,285,144,true,42950,373,51,219.087,140,601.528
instance019,231,319,100,true,4.76562e+07,318,104,318.222,197,601.873
instance020,254,361,100,true,4.99259e+07,619,151,504.064,180,600.233
instance021,247,486,100,true,155180,618,130,552.426,142,603.496
