Instance,Nodes,Edges,Terminals,Valid Solution,Best cost,Num edges cut,Last update iteration,Last update time,Final iteration,Final time,seed
N1280K80M4N1,1280,5419,120,true,18385,2052,121,60.0799,121,60.0799,1328963
N1280K80M4N2,1280,5405,120,true,18439,3481,121,60.0637,121,60.0637,1328963
N1280K80M4N3,1280,5433,120,true,19017,2912,121,60.1946,121,60.1946,1328963
N1280K80M4N4,1280,5438,120,true,18865,1827,121,60.3235,121,60.3235,1328963
N1280K80M4N5,1280,5467,120,true,19279,2924,120,60.1552,120,60.1552,1328963
N160K20M4N1,160,649,20,true,2164,163,148,8.35792,1065,60.0201,1328963
N160K20M4N2,160,651,20,true,2034,159,497,27.8786,1071,60.0512,1328963
N160K20M4N3,160,653,20,true,1867,160,132,7.43709,1069,60.0403,1328963
N160K20M4N4,160,644,20,true,2006,295,128,7.24684,1061,60.0334,1328963
N160K20M4N5,160,660,20,true,2075,150,235,13.6103,1038,60.0077,1328963
N2560K160M4N1,2560,10879,240,true,41639,7341,55,58.4898,57,60.6153,1328963
N2560K160M4N2,2560,10894,240,true,42055,7996,55,58.652,57,60.7809,1328963
N2560K160M4N3,2560,10877,240,true,41037,7584,55,58.5278,57,60.6548,1328963
N2560K160M4N4,2560,10873,240,true,42526,7118,56,59.4979,57,60.5589,1328963
N2560K160M4N5,2560,10917,240,true,42419,7049,55,58.8844,57,61.0245,1328963
N320K40M4N1,320,1309,40,true,4186,551,295,33.7267,526,60.0605,1328963
N320K40M4N2,320,1307,40,true,4004,419,225,25.6043,529,60.0722,1328963
N320K40M4N3,320,1311,40,true,4468,711,505,57.7586,525,60.0394,1328963
N320K40M4N4,320,1306,40,true,3951,401,437,49.6663,529,60.1126,1328963
N320K40M4N5,320,1311,40,true,4345,696,525,59.9023,526,60.0162,1328963
N5120K320M4N1,5120,21775,480,true,89419,15307,28,61.8163,28,61.8164,1328963
N5120K320M4N2,5120,21803,480,true,90381,12262,28,61.8516,28,61.8516,1328963
N640K80M4N1,640,2615,80,true,8489,1013,258,60.2232,258,60.2232,1328963
N640K80M4N2,640,2636,80,true,8339,1709,251,60.1783,251,60.1783,1328963
N640K80M4N3,640,2623,80,true,8517,1184,248,57.9661,257,60.0649,1328963
N640K80M4N4,640,2624,80,true,8390,933,257,60.1152,257,60.1152,1328963
N640K80M4N5,640,2612,80,true,8456,1409,258,59.8894,259,60.121,1328963
