Instance,Nodes,Edges,Terminals,Valid Solution,Best cost,Num edges cut,Last update iteration,Last update time,Final iteration,Final time,seed
N1280K80M4N1,1280,5419,120,true,17527,0,582,58.9384,593,60.0621,1887782
N1280K80M4N2,1280,5405,120,true,17535,0,573,58.5074,588,60.0637,1887782
N1280K80M4N3,1280,5433,120,true,18226,0,540,57.0825,568,60.0645,1887782
N1280K80M4N4,1280,5438,120,true,18105,0,597,59.5358,602,60.0386,1887782
N1280K80M4N5,1280,5467,120,true,18472,0,543,54.8901,593,60.0397,1887782
N160K20M4N1,160,649,20,true,2152,0,110,1.49611,4515,60.0076,1887782
N160K20M4N2,160,651,20,true,2042,0,2790,37.899,4426,60.0109,1887782
N160K20M4N3,160,653,20,true,1876,0,355,4.98206,4328,60.0124,1887782
N160K20M4N4,160,644,20,true,2011,0,233,3.11076,4546,60.0054,1887782
N160K20M4N5,160,660,20,true,2086,0,109,1.46665,4481,60.0123,1887782
N2560K160M4N1,2560,10879,240,true,36529,0,275,59.7327,277,60.1757,1887782
N2560K160M4N2,2560,10894,240,true,36893,0,276,59.0634,281,60.1565,1887782
N2560K160M4N3,2560,10877,240,true,37822,0,293,60.1332,293,60.1332,1887782
N2560K160M4N4,2560,10873,240,true,37512,0,292,60.0248,292,60.0248,1887782
N2560K160M4N5,2560,10917,240,true,51702,0,313,59.8906,314,60.0862,1887782
N320K40M4N1,320,1309,40,true,4186,0,228,5.56576,2473,60.0175,1887782
N320K40M4N2,320,1307,40,true,4016,0,912,23.2316,2359,60.0016,1887782
N320K40M4N3,320,1311,40,true,4478,0,1472,37.9594,2335,60.0246,1887782
N320K40M4N4,320,1306,40,true,3937,0,507,12.7222,2400,60.0087,1887782
N320K40M4N5,320,1311,40,true,4353,0,255,6.71814,2304,60.0053,1887782
N5120K320M4N1,5120,21775,480,true,88974,0,136,60.349,136,60.349,1887782
N5120K320M4N2,5120,21803,480,true,90828,0,138,60.2564,138,60.2564,1887782
N640K80M4N1,640,2615,80,true,8466,0,878,46.0342,1145,60.0241,1887782
N640K80M4N2,640,2636,80,true,8305,0,507,25.694,1181,60.0377,1887782
N640K80M4N3,640,2623,80,true,8500,0,995,49.5049,1206,60.0042,1887782
N640K80M4N4,640,2624,80,true,8365,0,947,48.5445,1170,60.0194,1887782
N640K80M4N5,640,2612,80,true,8468,0,854,43.5375,1177,60.0201,1887782
