Instance,Nodes,Edges,Terminals,Valid Solution,Best cost,Num edges cut,Last update iteration,Last update time,Final iteration,Final time
instance001,74,146,25,true,1558,80,33404,532.049,37678,600.005
instance002,133,169,70,true,485,105,715,12.6843,33679,600.005
instance003,87,176,30,true,97880,115,13128,252.055,31216,600.004
instance004,109,202,50,true,109300,138,6599,160.229,24786,600.013
instance005,201,253,100,true,5.62358e+08,146,13140,419.854,18843,600.008
instance006,232,256,198,true,126896,222,15302,467.703,19632,600.014
instance007,216,288,100,true,17483,166,10077,386.293,15665,600.004
instance008,226,306,100,true,18912,176,14029,568.641,14802,600.021
instance009,229,312,100,true,6.87594e+07,176,1246,54.1772,13934,600.027
instance010,230,313,100,true,17841,171,3499,149.226,14085,600.012
instance011,244,337,100,true,17848,185,5236,239.976,13098,600.008
instance015,114,228,33,true,2327,128,2207,60.9867,21750,600.02
instance016,168,247,76,true,100658,154,2366,69.3692,20409,600.009
instance017,210,276,100,true,5.90002e+07,155,8251,284.59,17402,600.022
instance018,221,285,144,true,56600,206,14884,522.082,17148,600.008
instance019,231,319,100,true,6.23475e+07,178,5793,249.072,13959,600.023
instance020,254,361,100,true,6.76425e+07,194,5878,302.333,11668,600.018
instance021,247,486,100,true,182790,331,2910,229.594,7515,600.056
